ID,Location,Description,Weapon,Post
259118,3600 E PRATT ST,O,HANDS,223
259120,1500 NORTHBOURNE RD,I,HANDS,415
259121,1500 PENNSYLVANIA AV,O,FIREARM,123
259122,2000 ASHLAND AVE,O,FIREARM,321
259123,1500 PENNSYLVANIA AV,O,FIREARM,123
259128,3300 BLOOMINGDALE RD,O,OTHER,811
259129,900 MORTON ST,O,HANDS,141
259130,0 W LAFAYETTE AV,O,HANDS,141
259131,5600 CLEARSPRING RD,I,HANDS,523
259134,4300 SEMINOLE AV,I,HANDS,822
259137,200 HERRING CT,O,HANDS,211
259138,200 HERRING CT,O,HANDS,211
259139,200 N ELLWOOD AV,I,KNIFE,224
259143,1400 EDMONDSON AV,I,HANDS,713
259144,5500 WESLEY AV,I,OTHER,622
259145,0 W 20TH ST,O,HANDS,141
259147,900 STILES ST,O,FIREARM,211
259151,4200 SHAMROCK AV,I,HANDS,442
259153,2300 GWYNNS FALLS PW,,HANDS,731
259154,2300 GWYNNS FALLS PW,I,HANDS,731
259158,1600 CEREAL ST,I,HANDS,911
259163,700 W SARATOGA ST,O,KNIFE,122
259164,3000 WALBROOK AV,I,HANDS,811
259166,1600 N FULTON AV,I,HANDS,742
259169,600 E 27TH ST,I,KNIFE,513
259174,600 N WOLFE ST,I,HANDS,321
259176,1800 EASTERN AV,O,HANDS,213
259178,6500 EBERLE DR,I,HANDS,631
259180,3000 CHELSEA TR,O,OTHER,642
259184,5600 HARFORD RD,O,OTHER,425
259192,3000 MAYFIELD AV,I,HANDS,432
259196,4900 CEDARGARDEN RD,I,KNIFE,833
259197,6300 HARFORD RD,I,HANDS,424
259208,2600 DULANY ST,I,HANDS,841
259209,2600 DULANY ST,I,HANDS,841
259211,1000 REVERDY RD,O,HANDS,523
259214,1600 W NORTH AV,O,OTHER,733
259217,1700 RUSSELL ST,O,FIREARM,941
259218,1600 GWYNNS FALLS PW,I,HANDS,732
259220,,O,HANDS,826
259223,5000 MORAVIA RD,I,HANDS,443
259224,2100 EASTERN AV,I,OTHER,212
259225,700 W NORTH AV,O,KNIFE,133
259235,2400 WINDSOR AV,O,HANDS,731
259244,2300 BARCLAY ST,I,KNIFE,341
259251,2500 SEABURY RD,I,HANDS,922
259254,4300 SEMINOLE AV,I,HANDS,822
259260,2700 ERDMAN AV,I,FIREARM,432
259261,1900 N BROADWAY,I,HANDS,342
259262,2800 BOARMAN AV,I,HANDS,613
259267,2500 ARUNAH AV,I,HANDS,721
259268,1900 GREENMOUNT AV,O,KNIFE,341
259281,3000 OAKLEY AV,I,OTHER,614
259283,200 N DALLAS CT,O,HANDS,212
259284,1400 E FORT AV,I,HANDS,943
259290,,I,HANDS,626
259293,3900 LOCH RAVEN BD,O,HANDS,413
259294,4300 HAYWARD AV,O,HANDS,623
259295,1600 CARSWELL ST,I,HANDS,411
259297,2500 EUTAW PL,I,OTHER,133
259298,5500 HADDON AV,O,FIREARM,623
259299,5500 HADDON AV,O,FIREARM,623
259303,500 N WASHINGTON ST,O,HANDS,321
259306,3100 ERDMAN AV,O,KNIFE,434
259308,900 S CONKLING ST,I,HANDS,232
259310,800 N FULTON AV,O,HANDS,722
259311,3900 ERDMAN AV,I,HANDS,434
259316,4900 PARK HEIGHTS AV,I,HANDS,614
259317,700 CUMBERLAND ST,O,OTHER,742
259319,3600 10TH ST,I,HANDS,913
259321,4600 PARK HEIGHTS AV,O,HANDS,614
259327,700 DEEPDENE RD,I,KNIFE,521
259338,5000 DICKEY HILL RD,I,OTHER,821
259341,3600 ELMLEY AV,I,HANDS,432
259342,2400 ST PAUL ST,I,HANDS,514
259346,600 N KENWOOD AV,I,HANDS,221
259351,3200 YOSEMITE AV,I,OTHER,643
259352,3200 YOSEMITE AV,I,HANDS,643
259359,300 MOSHER ST,I,HANDS,132
259363,200 S GILMOR ST,I,HANDS,935
259378,1100 HARFORD AV,O,HANDS,311
259379,2400 MC ELDERRY ST,O,HANDS,221
259382,100 S HILTON ST,O,HANDS,842
259384,100 S HILTON ST,O,HANDS,842
259385,3200 E MADISON ST,O,OTHER,333
259386,2000 E 32ND ST,I,HANDS,421
259388,200 NORTH BEND RD,I,OTHER,823
259394,2100 ORLEANS ST,I,HANDS,321
259395,2100 ORLEANS ST,I,HANDS,321
259396,2100 ORLEANS ST,O,HANDS,321
259397,1400 N MILTON AV,I,HANDS,331
259398,5300 JAMESTOWN CT,I,HANDS,823
259401,1500 HARLEM AVE,I,OTHER,713
259402,800 BRADDISH AV,O,HANDS,721
259404,500 N PATTERSON PK AV,I,HANDS,321
259405,3700 W ROGERS AV,I,HANDS,633
259406,600 N PATTERSON PARK AV,O,OTHER,321
259412,900 N STRICKER ST,I,HANDS,743
259416,100 S POTOMAC ST,,HANDS,222
259417,100 S POTOMAC ST,I,HANDS,222
259428,200 HARMISON ST,I,HANDS,934
259429,200 E FORT AV,O,OTHER,943
259431,400 E 21ST ST,I,KNIFE,341
259432,2000 MCCULLOH ST,I,HANDS,131
259433,2000 MCCULLOH ST,I,HANDS,131
259434,2000 MCCULLOH ST,I,HANDS,131
259435,1500 GOUGH ST,O,KNIFE,211
259436,1600 E 31ST ST,I,FIREARM,411
259438,1500 KINGSWAY RD,I,HANDS,412
259439,1600 INVERNESS AV,I,KNIFE,831
259442,1600 N MOUNT ST,O,HANDS,742
259444,2600 W BELVEDERE AV,O,HANDS,532
259445,0 COMMERCE ST,O,HANDS,111
259449,1100 W CROSS ST,O,KNIFE,932
259453,1000 S CHARLES ST,I,OTHER,942
259454,3700 FOSTER AV,I,HANDS,233
259455,3700 FOSTER AV,I,HANDS,233
259456,5500 CEDONIA AV,I,HANDS,441
259459,5000 CATALPHA RD,O,HANDS,421
259460,200 PONTIAC AV,I,HANDS,913
259462,200 PONTIAC AV,,HANDS,913
259463,3500 MARMON AV,I,HANDS,622
259464,4700 PIMLICO RD,I,KNIFE,614
259465,3200 E LOMBARD ST,I,HANDS,222
259467,5400 REMMELL AV,I,OTHER,426
259469,1700 LEMMON ST,I,HANDS,933
259470,4100 LASALLE AV,I,OTHER,426
259474,3100 FEDERAL ST,I,HANDS,332
259482,4600 FURLEY AV,I,HANDS,443
259486,2900 LAKE BROOK,I,HANDS,432
259487,2900 GRINDON AV,O,HANDS,421
259489,700 S BOND ST,I,HANDS,213
259490,2500 E NORTHERN PW,I,HANDS,423
259493,300 N GAY ST,I,HANDS,312
259494,2200 PRESSTMAN ST,I,HANDS,723
259495,AV & BARTLETT AV,O,HANDS,342
259508,1100 WHITMORE AV,I,HANDS,723
259510,3800 SINCLAIR LA,I,HANDS,432
259513,3700 CRESTFIELD CT,O,HANDS,643
259516,500 W MULBERRY ST,O,FIREARM,121
259517,1200 DRUID HILL AV,I,HANDS,123
259520,800 HILLMAN CT,I,HANDS,312
259522,1400 DARLEY AVE,O,HANDS,342
259528,1800 W PRATT ST,O,HANDS,934
259531,600 GOLD ST,O,HANDS,742
259532,700 N MILTON AV,O,HANDS,323
259535,1600 MOUNTMOR CT,I,HANDS,742
259536,1300 N MONTFORD AV,I,HANDS,331
259540,2100 E OLIVER ST,I,HANDS,331
259541,3000 SPAULDING AV,I,HANDS,614
259542,1000 GREENMOUNT AV,O,KNIFE,311
259543,2400 WELLBRIDGE DR,I,KNIFE,423
259544,2400 WELLBRIDGE DR,I,HANDS,423
259564,3100 GIBBONS AV,I,HANDS,426
259565,3100 GIBBONS AV,I,HANDS,426
259566,200 S BROADWAY,I,OTHER,213
259572,5300 CARRIAGE CT,I,OTHER,823
259575,2500 E EAGER ST,I,HANDS,323
259586,800 BRIDGEVIEW RD,I,HANDS,922
259593,4700 GWYNN OAK AV,O,KNIFE,622
259594,4700 GWYNN OAK AV,O,KNIFE,622
259600,100 S CHARLES ST,I,HANDS,113
259601,2200 E PRESTON ST,O,HANDS,331
259602,3300 STRICKLAND ST,I,HANDS,833
259604,2300 ESSEX ST,O,HANDS,232
259605,200 N EUTAW ST,O,KNIFE,111
259609,200 N PACA ST,O,KNIFE,111
259611,4100 EDMONDSON AV,I,HANDS,844
259613,RD & BETHUNE RD,O,OTHER,922
259615,2400 NEVADA ST,I,HANDS,921
259617,4500 HAZELWOOD AVE,I,HANDS,444
259620,700 E 41ST ST,I,OTHER,542
259626,1200 DRUID HILL AV,I,KNIFE,123
259627,6800 FAIRDEL AV,I,OTHER,424
259629,2000 DIVISION ST,I,HANDS,123
259633,0 S KRESSON ST,I,HANDS,241
259638,1300 W NORTH AV,I,HANDS,733
259639,2200 JEFFERSON ST,O,HANDS,321
259640,600 N BROADWAY,O,HANDS,321
259641,3700 WOODHAVEN AV,I,HANDS,642
259644,2300 E BIDDLE ST,O,HANDS,331
259647,900 N CARROLLTON AV,O,HANDS,743
259650,1600 NORTHBOURNE RD,O,FIREARM,415
259654,700 NOTTINGHAM RD,O,FIREARM,822
259656,1000 BETHUNE RD,I,OTHER,922
259660,1000 GREENMOUNT AV,O,OTHER,311
259661,0 W CONWAY ST,I,KNIFE,113
259662,2600 GATEHOUSE DR,I,HANDS,622
259665,1000 N PAYSON ST,I,OTHER,722
259666,100 LLOYD ST,I,HANDS,211
259667,1200 W LANVALE ST,I,HANDS,713
259668,1200 W LANVALE ST,I,HANDS,713
259669,200 E SARATOGA ST,O,FIREARM,111
259670,300 ST PAUL PL,O,OTHER,111
259671,100 W COLD SPRING LA,I,HANDS,521
259672,3200 PULASKI HW,O,FIREARM,224
259673,3200 PULASKI HW,O,FIREARM,224
259675,4100 AUDREY AV,O,HANDS,913
259677,5100 REISTERSTOWN RD,I,KNIFE,613
259679,4900 EASTERN AV,O,KNIFE,242
259684,1800 GUILFORD AVE,O,KNIFE,311
259686,5100 SINCLAIR LA,I,FIREARM,443
259690,3200 EDMONDSON AV,O,HANDS,842
259692,3200 EDMONDSON AV,O,HANDS,842
259694,4900 HARFORD RD,I,FIREARM,426
259695,4900 HARFORD RD,I,FIREARM,426
259697,1900 MCCULLOH ST,I,HANDS,131
259698,1000 S CHARLES ST,O,HANDS,942
259699,1000 S CHARLES ST,O,HANDS,942
259700,1100 S CHARLES ST,I,HANDS,942
259702,5000 BELAIR RD,I,HANDS,443
259704,2200 PENNSYLVANIA AV,I,HANDS,742
259705,1000 WILMOT CT,I,HANDS,312
259706,200 E SARATOGA ST,O,FIREARM,111
259707,2100 BOLTON ST,O,OTHER,133
259721,700 EDGEWOOD ST,I,OTHER,844
259731,2000 KENNEDY AV,I,HANDS,342
259733,2900 EDGECOMBE CIR S,O,FIREARM,532
259734,2900 S EDGECOMBE CIR,O,FIREARM,532
259738,800 MCHENRY ST,O,OTHER,932
259742,5300 WINNER AV,I,KNIFE,633
259745,200 S DALLAS CT,,HANDS,211
259746,1200 E FAYETTE ST,O,HANDS,211
259748,1700 N BROADWAY,O,KNIFE,343
259750,200 W CHASE ST,I,HANDS,141
259751,200 W CHASE ST,I,OTHER,141
259752,200 W CHASE ST,I,HANDS,141
259754,5500 LEITH RD,O,FIREARM,414
259755,500 S BENTALOU ST,I,HANDS,841
259756,3700 HOWARD PARK AVE,O,FIREARM,622
259758,300 S MOUNT ST,I,HANDS,935
259760,4100 BRENDAN AV,I,HANDS,432
259762,2500 E OLIVER ST,O,OTHER,332
259764,4700 HALDANE RD,O,FIREARM,442
259769,1200 E PATAPSCO AV,I,HANDS,911
259770,1200 N LUZERNE AVE,I,KNIFE,332
259771,1200 N LUZERNE AVE,I,HANDS,332
259778,2100 E OLIVER ST,I,HANDS,331
259779,2100 PENNSYLVANIA AV,I,FIREARM,131
259784,1800 N CHESTER ST,O,FIREARM,331
259785,1800 N CHESTER ST,O,FIREARM,331
259792,2800 W FRANKLIN ST,O,HANDS,842
259793,200 MASON CT,I,HANDS,211
259794,3400 ELMORA AV,I,HANDS,434
259796,,O,HANDS,721
259802,1700 WICKES AV,I,HANDS,831
259804,2000 WILKENS AV,O,FIREARM,934
259806,5800 ARIZONA AV,I,HANDS,441
259807,2800 CLIFTON AV,I,HANDS,731
259810,700 GORSUCH AV,I,OTHER,513
259812,2000 WILKENS AV,O,FIREARM,934
259819,2500 MARBOURNE AV,I,HANDS,923
259823,1800 CRESTVIEW RD,I,HANDS,415
259828,7000 MCCLEAN BD,I,KNIFE,423
259829,500 E 23RD ST,O,OTHER,342
259831,200 E READ ST,O,FIREARM,142
259842,1500 ARGYLE AV,I,HANDS,123
259843,2200 E BIDDLE ST,I,FIREARM,331
259854,5500 BOWLEYS LA,I,HANDS,443
259855,400 N LINWOOD AV,I,HANDS,221
259856,400 N LINWOOD AV,I,HANDS,221
259859,1500 SHIELDS PL,O,HANDS,123
259860,400 N HAVEN ST,O,HANDS,223
259861,400 N PATTERSON PK AV,I,HANDS,221
259862,800 HOLLINS ST,O,HANDS,931
259864,3400 PIEDMONT AV,I,HANDS,641
259873,300 W MULBERRY ST,O,OTHER,111
259877,4400 ELDONE RD,I,OTHER,833
259878,1700 W BALTIMORE ST,I,HANDS,711
259879,300 E NORTH AV,O,HANDS,311
259882,1200 KITMORE RD,O,FIREARM,413
259883,2900 STAFFORD ST,I,HANDS,832
259884,1800 N GAY ST,O,HANDS,331
259885,800 S STREEPER ST,I,KNIFE,232
259886,600 N BOULDIN ST,I,HANDS,224
259888,1700 MCCULLOH ST,I,HANDS,123
259889,3200 GUILFORD AV,O,FIREARM,512
259890,1400 E MONUMENT ST,O,FIREARM,313
259891,4900 EASTERN AV,I,HANDS,242
259893,600 E 30TH ST,I,HANDS,513
259894,1600 NORTHBOURNE RD,O,FIREARM,415
259895,600 GUTMAN AV,I,HANDS,342
259896,600 N ELLWOOD AV,I,HANDS,224
259901,PAYSON ST & LAURETTA AV,O,HANDS,722
259903,5600 SAGRA RD,I,OTHER,414
259904,3100 HILLCREST AV,I,FIREARM,424
259905,3100 HILLCREST AV,I,FIREARM,424
259909,1300 DIVISION ST,I,HANDS,123
259912,6100 LOCH RAVEN BD,I,HANDS,415
259921,3600 GLENGYLE AV,I,OTHER,631
259930,5600 SEFTON AV,I,HANDS,425
259931,1600 SPRAY CT,I,HANDS,742
259933,200 W BALTIMORE ST,I,HANDS,111
259939,5800 WABASH AV,O,HANDS,622
259940,2200 PRESSTMAN ST,I,HANDS,723
259941,4000 PARK HEIGHTS AV,O,FIREARM,614
259943,1100 N STRICKER ST,O,FIREARM,743
259946,2800 ST LO DR,I,HANDS,431
259958,3800 SINCLAIR LA,I,HANDS,432
259959,3800 SINCLAIR LA,I,HANDS,432
259961,800 W NORTH AV,O,KNIFE,133
259965,3500 HILLEN RD,I,OTHER,412
259969,500 N BROADWAY,I,HANDS,321
259970,5000 SINCLAIR LA,I,HANDS,443
259971,3600 REISTERSTOWN RD,I,HANDS,612
259976,1500 LOCHWOOD RD,O,FIREARM,412
259980,2800 WINWOOD CT,I,HANDS,922
259986,300 E 21ST ST,I,HANDS,341
259987,3600 ELDORADO AV,I,OTHER,622
259992,500 N COLLINGTON AV,O,KNIFE,321
259993,300 ST PAUL PL,I,HANDS,111
259995,2800 E BIDDLE ST,I,HANDS,332
259997,2800 E BIDDLE ST,I,HANDS,332
259999,400 KEY HW,O,KNIFE,112
260001,1000 ASHLAND CT,O,FIREARM,312
260002,1000 ASHLAND CT,O,FIREARM,312
260005,100 W CENTRE ST,O,HANDS,142
260006,500 E NORTH AVE,O,KNIFE,342
260007,500 E NORTH AVE,O,KNIFE,342
260010,300 N EUTAW ST,I,HANDS,111
260011,5100 PEMBROKE AV,I,HANDS,426
260012,1100 MC ALEER CT,I,HANDS,312
260020,1300 BONSAL ST,O,FIREARM,233
260024,3700 2ND ST,I,OTHER,913
260029,100 WESTOWNE RD,I,HANDS,823
260030,2500 PENNSYLVANIA AVE,I,HANDS,733
260031,3400 ALTO RD,O,KNIFE,641
260034,400 MANSE CT,I,HANDS,123
260035,3200 LYNDALE AV,I,HANDS,434
260037,2900 WESTFIELD AV,I,HANDS,424
260038,,I,HANDS,313
260039,1100 WARD ST,I,HANDS,932
260047,2700 NORTHSHIRE DR,I,HANDS,923
260050,800 S HIGHLAND AV,I,HANDS,232
260052,2600 HURON ST,I,HANDS,921
260057,6800 MCCLEAN BD,I,HANDS,423
260062,4100 EDMONDSON AV,I,OTHER,844
260065,1800 W LOMBARD ST,I,OTHER,934
260069,100 W WEST ST,I,HANDS,942
260070,2800 RAYNER AV,I,HANDS,721
260072,100 N CALVERT ST,I,HANDS,111
260079,3900 EDGEHILL AV,I,HANDS,531
260090,400 W LEXINGTON ST,I,HANDS,111
260091,2100 CRIMEA RD,I,HANDS,821
260096,400 N LOUDON AV,I,KNIFE,843
260097,500 GLENWOOD AV,O,HANDS,524
260100,3700 ELDORADO AVE,I,HANDS,621
260104,2400 E MONUMENT ST,O,KNIFE,323
260107,6100 CROSS COUNTRY BD,O,HANDS,632
260112,5400 REISTERSTOWN RD,O,HANDS,623
260113,1800 ETTING ST,O,OTHER,131
260120,1300 KENHILL AV,I,KNIFE,332
260121,100 W LAFAYETTE AVE,O,HANDS,132
260122,300 N HOWARD ST,I,KNIFE,111
260123,5000 PULASKI HW,O,FIREARM,333
260127,1200 MONDAWMIN CO,O,OTHER,731
260129,4500 PEN LUCY RD,O,FIREARM,822
260130,1600 N CALHOUN ST,I,HANDS,742
260131,1600 N CALHOUN ST,I,HANDS,742
260132,5900 THE ALAMEDA,I,HANDS,414
260133,5900 THE ALAMEDA,I,HANDS,414
260135,4800 PENNINGTON AV,I,KNIFE,911
260136,300 E 30TH ST,O,HANDS,513
260137,3900 BARRINGTON RD,I,HANDS,621
260139,1900 W BALTIMORE ST,I,OTHER,714
260147,2600 MARYLAND AV,I,HANDS,512
260149,1000 W SARATOGA ST,I,HANDS,712
260160,600 W 33RD ST,O,HANDS,511
260171,1400 N COLLINGTON AV,I,FIREARM,331
260172,400 S CONKLING ST,I,FIREARM,231
260175,300 E PONTIAC AV,I,HANDS,913
260177,2700 E OLIVER ST,O,HANDS,332
260178,2500 SEABURY RD,I,HANDS,922
260181,5100 LINDEN HEIGHTS AV,I,OTHER,613
260186,2300 LIBERTY HGTS AV,O,HANDS,731
260187,2300 LIBERTY HGTS AV,O,HANDS,731
260188,1100 N WOODINGTON RD,I,HANDS,844
260189,800 ABBOTT CT,I,OTHER,312
260195,400 CATHEDRAL ST,I,HANDS,111
260199,1300 W NORTH AV,O,HANDS,733
260205,3000 BRIGHTON ST,I,HANDS,813
260211,4900 BELAIR RD,I,FIREARM,443
260212,4900 BELAIR RD,I,FIREARM,443
260213,4900 BELAIR RD,I,FIREARM,443
260216,5300 GIST AV,I,HANDS,633
260221,2900 E MONUMENT ST,O,KNIFE,224
260222,LINDEN AV,I,HANDS,142
260226,0 COMMERCE ST,O,OTHER,111
260227,0 COMMERCE ST,O,OTHER,111
260228,0 COMMERCE ST,O,OTHER,111
260229,700 N DUNCAN ST,I,HANDS,321
260234,1400 CARROLL ST,I,HANDS,932
260237,1800 WALBROOK AV,I,HANDS,731
260238,2100 HARFORD RD,O,HANDS,342
260239,2100 HARFORD RD,O,HANDS,342
260241,2500 HOLLINS FERRY RD,I,OTHER,921
260246,2500 W BELVEDERE AV,I,HANDS,532
260248,4900 LOCH RAVEN BD,O,KNIFE,413
260260,1700 DUNDALK AV,I,HANDS,243
260261,DENHAM CR N,I,FIREARM,922
260271,3700 ELDORADO AV,I,HANDS,621
260274,MOUNT HOLLY      #R-ODD,,HANDS,844
260277,2300 GWYNNS FALLS PW,O,HANDS,731
260278,1500 HARLEM AV,I,HANDS,713
260281,1600 E LOMBARD ST,,HANDS,212
260283,2100 W PATAPSCO AVE,O,HANDS,923
260290,HW & N KRESSON ST,I,OTHER,333
260294,3600 CLIFTMONT AVE,I,HANDS,432
260297,700 LENNOX ST,I,HANDS,133
260300,2400 ELSINORE AV,I,HANDS,641
260310,3300 E NORTHERN PKWY,O,FIREARM,424
260311,6600 ALTA AV,O,FIREARM,424
260313,400 N MILTON AV,I,HANDS,221
260315,500 S BOND ST,I,OTHER,213
260320,1400 JOHN ST,I,FIREARM,132
260321,6300 WABASH AV,O,HANDS,631
260322,1000 MC ALEER CT,O,HANDS,312
260324,4300 PARKSIDE DR,O,KNIFE,442
260331,800 JACK ST,O,OTHER,913
260332,1100 QUANTRIL WY,I,HANDS,433
260333,1500 LESTER MORTON CT,I,HANDS,313
260335,1300 ANGLESEA ST     #APT T5,I,HANDS,233
260338,2800 GANLEY DR,I,HANDS,923
260340,1900 W LEXINGTON ST,I,HANDS,714
260342,300 DAVIS ST,O,OTHER,111
260350,400 CAMBRIA ST,I,HANDS,913
260352,4700 FREDERICK AV,I,OTHER,822
260361,800 LIGHT ST,O,HANDS,942
260363,2200 PRESSTMAN ST,I,HANDS,723
260365,1400 PENNSYLVANIA AV,I,HANDS,123
260367,5900 WESTERN RUN DR,I,HANDS,632
260378,3100 PRESBURY ST,I,HANDS,813
260383,600 N HILTON ST,I,HANDS,844
260384,600 N WOLFE ST,I,HANDS,321
260386,4800 PIMLICO RD,O,HANDS,532
260388,2700 BOOKER T DR,I,HANDS,922
260394,1700 GORSUCH AV,O,FIREARM,411
260397,2500 E CHASE ST,O,HANDS,323
260399,200 S BOULDIN ST,O,HANDS,231
260400,200 S BOULDIN ST,O,HANDS,231
260401,2600 GWYNNS FALLS PW,O,FIREARM,731
260404,2200 CEDLEY ST,I,OTHER,921
260412,700 MURA ST,I,FIREARM,311
260414,2800 N DUKELAND ST,I,HANDS,611
260420,600 E 34TH ST,O,FIREARM,543
260421,5100 GOODNOW RD,I,HANDS,443
260429,2500 EUTAW PL,I,HANDS,133
260430,1100 RAMBLEWOOD RD,O,FIREARM,522
260431,1700 PRESSTMAN ST,O,HANDS,742
260432,1700 N ELLAMONT ST,O,OTHER,813
260435,500 N LAKEWOOD AV,I,HANDS,221
260442,1100 S CHARLES ST,I,HANDS,942
260443,RD & W 36TH ST,O,HANDS,531
260445,0 E CHASE ST,I,HANDS,141
260446,200 SILVER CT,I,HANDS,212
260447,200 SILVER CT,I,HANDS,212
260448,500 E FORT AV,O,OTHER,943
260449,1000 CAMERON RD,I,HANDS,523
260450,0 N GAY ST,O,HANDS,111
260451,3800 BANK ST,I,HANDS,231
260452,3100 MC ELDERRY ST,O,HANDS,224
260456,500 EDGEWOOD ST,I,HANDS,843
260457,500 EDGEWOOD ST,I,HANDS,843
260458,1200 HOMEWOOD AVE,I,FIREARM,311
260459,500 EDGEWOOD ST,I,HANDS,843
260460,500 EDGEWOOD ST,I,HANDS,843
260462,0 GUILFORD AV,I,HANDS,111
260463,1400 MONTPELIER ST,I,HANDS,411
260464,0 E 25TH ST,O,HANDS,512
260465,800 GLADE CT,I,HANDS,913
260466,4100 MARX AV,I,HANDS,426
260469,3900 DOLFIELD AV,I,HANDS,643
260470,1500 GORSUCH AV,I,OTHER,411
260471,0 LIGHT ST,I,HANDS,111
260473,4000 REISTERSTOWN RD,I,HANDS,614
260474,4000 REISTERSTOWN RD,I,HANDS,614
260478,2500 HOLLINS ST,I,HANDS,842
260482,5400 REISTERSTOWN RD,I,KNIFE,623
260487,2300 W NORTH AV,O,HANDS,731
260488,700 S EDEN ST,O,OTHER,211
260489,1500 BAKER ST,O,HANDS,742
260490,2500 DRUID HILL AV,O,HANDS,733
260492,400 GOLD ST,O,HANDS,131
260495,200 S BROADWAY,O,HANDS,213
260512,2000 N WOLFE ST,I,HANDS,331
260514,6100 NORTHWOOD DR,I,HANDS,522
260515,2700 RUECKERT AV,O,FIREARM,421
260519,4800 WESTPARKWAY,I,HANDS,823
260520,5000 WALTHER AVE,I,HANDS,426
260524,BALTIMORE ST,I,HANDS,111
260525,800 WHITELOCK ST,I,OTHER,133
260526,900 JACK ST,O,HANDS,913
260527,1200 JAMES ST,O,FIREARM,932
260528,1800 DRUID HILL AV,I,HANDS,131
260530,1200 E CHASE ST,O,OTHER,311
260531,1200 S GRANTLEY ST,I,HANDS,832
260537,3200 FREDERICK AV,I,FIREARM,832
260540,800 GLADE CT,O,HANDS,913
260541,1700 WASHINGTON BD,I,FIREARM,941
260543,4100 RIDGEWOOD AV,I,HANDS,621
260544,4100 RIDGEWOOD AV,I,OTHER,621
260546,2700 E BIDDLE ST,I,KNIFE,332
260547,500 W PRESTON ST,I,HANDS,123
260560,2200 W NORTH AV,I,KNIFE,723
260561,1000 S CHARLES ST,I,HANDS,942
260563,4100 HYDEN CT,I,FIREARM,913
260566,100 N CALVERT ST,O,KNIFE,111
260567,400 E BALTIMORE ST,O,HANDS,111
260571,1800 E LAFAYETTE AV,I,HANDS,331
260573,1900 W NORTH AVE,I,OTHER,731
260574,1100 LIGHT ST,O,HANDS,942
260575,1300 CROFTON RD,O,KNIFE,413
260576,2400 EDMONDSON AV,I,HANDS,721
260577,600 N ROSEDALE ST,I,HANDS,814
260578,1100 NANTICOKE ST,I,HANDS,932
260579,1400 N DUKELAND ST,I,HANDS,813
260580,6800 STURBRIDGE DR,I,HANDS,423
260581,4000 HARFORD RD,O,KNIFE,421
260582,4000 HARFORD RD,O,HANDS,421
260583,600 N WOLFE ST,O,HANDS,321
260584,700 PENNSYLVANIA AVE,O,KNIFE,143
260585,800 ABBOTT CT,I,HANDS,312
260588,800 NEWINGTON AVE,O,KNIFE,133
260590,4200 ERDMAN AV,O,HANDS,333
260597,900 CHESTNUT HILL AV,O,OTHER,412
260607,800 N CALHOUN ST,I,HANDS,713
260609,3600 E FAYETTE ST,I,HANDS,223
260616,5400 BELAIR RD,O,HANDS,426
260621,600 WOODBOURNE AV,O,KNIFE,523
260622,600 WOODBOURNE AV,O,HANDS,523
260629,2200 E CHASE ST,I,OTHER,322
260631,1500 ARGYLE AV,I,HANDS,123
260632,100 S ROBINSON ST,O,OTHER,222
260633,3800 POTEE ST,O,FIREARM,913
260634,3800 POTEE ST,O,FIREARM,913
260635,1800 N MONTFORD AV,I,HANDS,331
260639,5600 MCCLEAN BD,I,HANDS,423
260640,4000 EIERMAN AVE,,HANDS,422
260642,700 WHARTON CT,I,HANDS,313
260646,700 ALICEANNA ST,I,HANDS,211
260656,6200 BELAIR RD,I,FIREARM,445
260659,3400 CLIFTON AV,I,HANDS,812
260660,200 W BALTIMORE ST,I,HANDS,111
260661,400 FURROW ST,I,OTHER,841
260665,1600 E LOMBARD ST,,HANDS,212
260666,1600 E LOMBARD ST,,HANDS,212
260667,600 MELVILLE AV,I,HANDS,543
260671,700 CUMBERLAND ST,I,HANDS,742
260672,700 CUMBERLAND ST,I,HANDS,742
260675,1800 E 31ST ST,I,HANDS,411
260683,4100 PATTERSON AV,O,KNIFE,631
260685,400 S BROADWAY,O,HANDS,213
260688,300 MASON CT,I,HANDS,211
260690,3500 HILLEN RD,I,HANDS,412
260691,500 N ATHOL AV,I,HANDS,843
260694,300 S BROADWAY,O,HANDS,213
260702,1600 N CALHOUN ST,I,HANDS,742
260707,2900 BELMONT AVE,O,OTHER,813
260712,5000 MORAVIA RD,O,HANDS,443
260713,5900 LIBERTY HGTS AV,O,HANDS,622
260714,600 S LAKEWOOD AVE,I,OTHER,232
260716,2200 ELSINORE AV,I,HANDS,812
260720,1600 RAMSAY ST,O,HANDS,935
260727,500 N ROSE ST,O,FIREARM,221
260732,0 S CATHERINE ST,I,HANDS,842
260735,4100 MORTIMER AV,I,FIREARM,631
260736,100 E MOUNT ROYAL AV,O,KNIFE,141
260737,100 E MOUNT ROYAL AV,O,KNIFE,141
260738,N MLK JR BD,O,HANDS,143
260740,N MLK JR BD,O,HANDS,143
260741,4100 BELAIR RD,O,KNIFE,422
260746,600 N BROADWAY,I,FIREARM,321
260747,1700 SEXTON ST,O,OTHER,831
260749,4200 DILLER AV,I,HANDS,422
260757,0 N HOWARD ST,I,HANDS,111
260782,6500 HARFORD RD,I,HANDS,424
260786,2400 W NORTH AV,I,HANDS,723
260791,2800 E SAINT LO DR,I,HANDS,431
